"","pawsid","slackDomain","filename","timestamp","exercise","task","totalscore","chunk"
"562","dkerch1","isds1102s3-sp2019","dkerch1_e2b_1553117264991.xlsx","2019-03-20 21:28:09","e2","b","100.0","e2b"
"563","dkerch1","isds1102s3-sp2019","dkerch1_e2c_1553118387983.xlsx","2019-03-20 21:46:52","e2","c","83.3333333333","e2c"
"564","dkerch1","isds1102s3-sp2019","dkerch1_e2d_1553547915024.xlsx","2019-03-25 21:05:40","e2","d","100.0","e2d"
"565","dkerch1","isds1102s3-sp2019","dkerch1_e2e_1553548619450.xlsx","2019-03-25 21:17:25","e2","e","100.0","e2e"
"566","gboull3","isds1102spr19","gboull3_e1a_1553210655864.xlsx","2019-03-21 23:24:40","e1","a","87.5","e1a"
"567","gboull3","isds1102spr19","gboull3_e1b_1553211039834.xlsx","2019-03-21 23:31:04","e1","b","93.75","e1b"
"568","gboull3","isds1102spr19","gboull3_e1c_1553280937003.xlsx","2019-03-22 18:56:02","e1","c","90.8333333333","e1c"
"569","gboull3","isds1102spr19","gboull3_e1d_1553358548864.xlsx","2019-03-23 16:29:33","e1","d","100.0","e1d"
"570","gboull3","isds1102spr19","gboull3_e1a_1553454294953.xlsx","2019-03-24 19:05:20","e1","a","90.25","e1a"
"571","gboull3","isds1102spr19","gboull3_e1a_1553454445482.xlsx","2019-03-24 19:07:51","e1","a","93.75","e1a"
"572","gboull3","isds1102spr19","gboull3_e2a_1553455907172.xlsx","2019-03-24 19:32:12","e2","a","100.0","e2a"
"573","gboull3","isds1102spr19","gboull3_e2b_1553457238726.xlsx","2019-03-24 19:54:24","e2","b","100.0","e2b"
"574","gboull3","isds1102spr19","gboull3_e2c_1553472297579.xlsx","2019-03-25 00:05:23","e2","c","66.6666666667","e2c"
"575","gboull3","isds1102spr19","gboull3_e2d_1553473634240.xlsx","2019-03-25 00:27:40","e2","d","100.0","e2d"
"576","gboull3","isds1102spr19","gboull3_e2e_1553474194406.xlsx","2019-03-25 00:36:59","e2","e","100.0","e2e"
"577","ahodg23","isds1102s4workspace","ahodg23_e1a_1552926258533.xlsx","2019-03-18 16:24:41","e1","a","42.0","e1a"
"578","ahodg23","isds1102s4workspace","ahodg23_e1b_1552926919802.xlsx","2019-03-18 16:35:43","e1","b","100.0","e1b"
"579","ahodg23","isds1102s4workspace","ahodg23_e1a_1552927006308.xlsx","2019-03-18 16:37:09","e1","a","93.75","e1a"
"580","ahodg23","isds1102s4workspace","ahodg23_e1c_1553093022526.xlsx","2019-03-20 14:44:08","e1","c","94.1666666667","e1c"
"581","pwatki4","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"582","stho233","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"583","rmanni6","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"584","ediaz8","isds1102spr19","ediaz8_e1a_1553218144216.xlsx","2019-03-22 01:29:29","e1","a","100.0","e1a"
"585","ediaz8","isds1102spr19","ediaz8_e1b_1553229030017.xlsx","2019-03-22 04:30:54","e1","b","100.0","e1b"
"586","ediaz8","isds1102spr19","ediaz8_e1c_1553274646966.xlsx","2019-03-22 17:11:12","e1","c","70.8333333333","e1c"
"587","ediaz8","isds1102spr19","ediaz8_e1a_1553480456882.xlsx","2019-03-25 02:21:22","e1","a","100.0","e1a"
"588","ediaz8","isds1102spr19","ediaz8_e1b_1553480465745.xlsx","2019-03-25 02:21:31","e1","b","100.0","e1b"
"589","ediaz8","isds1102spr19","ediaz8_e1c_1553480495887.xlsx","2019-03-25 02:22:02","e1","c","70.8333333333","e1c"
"590","ediaz8","isds1102spr19","ediaz8_e1d_1553481288294.xlsx","2019-03-25 02:35:14","e1","d","100.0","e1d"
"591","mmeizo1","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"592","lmccum1","isds1102s3-sp2019",NA,NA,NA,NA,NA,"NANA"
"593","bland1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"594","cschm23","isds1102s4workspace","cschm23_e1c_1553100011416.xlsx","2019-03-20 16:40:35","e1","c","74.1666666667","e1c"
"595","cschm23","isds1102s4workspace","cschm23_e1a_1553100091625.xlsx","2019-03-20 16:41:55","e1","a","100.0","e1a"
"596","cschm23","isds1102s4workspace","cschm23_e1b_1553100102911.xlsx","2019-03-20 16:42:06","e1","b","100.0","e1b"
"597","cschm23","isds1102s4workspace","cschm23_e1d_1553100895723.xlsx","2019-03-20 16:55:19","e1","d","100.0","e1d"
"598","cschm23","isds1102s4workspace","cschm23_e2a_1553130247641.xlsx","2019-03-21 01:04:32","e2","a","50.0","e2a"
"599","cschm23","isds1102s4workspace","cschm23_e2a_1553130547257.xlsx","2019-03-21 01:09:32","e2","a","50.0","e2a"
"600","cschm23","isds1102s4workspace","cschm23_e2b_1553131071901.xlsx","2019-03-21 01:18:16","e2","b","100.0","e2b"
"601","cschm23","isds1102s4workspace","cschm23_e2c_1553132787389.xlsx","2019-03-21 01:47:12","e2","c","33.3333333333","e2c"
"602","cschm23","isds1102s4workspace","cschm23_e2c_1553132819775.xlsx","2019-03-21 01:47:45","e2","c","33.3333333333","e2c"
"603","cschm23","isds1102s4workspace","cschm23_e2c_1553133401394.xlsx","2019-03-21 01:57:27","e2","c","50.0","e2c"
"604","cschm23","isds1102s4workspace","cschm23_e2d_1553521567440.xlsx","2019-03-25 13:46:34","e2","d","100.0","e2d"
"605","cschm23","isds1102s4workspace","cschm23_e2e_1553522479326.xlsx","2019-03-25 14:01:45","e2","e","100.0","e2e"
"606","ahoang6","isds1102s4workspace","ahoang6_e1a_1553098921574.xlsx","2019-03-20 16:22:25","e1","a","100.0","e1a"
"607","ahoang6","isds1102s4workspace","ahoang6_e2a_1553100610002.xlsx","2019-03-20 16:50:34","e2","a","83.3333333333","e2a"
"608","oleger1","isds1102spr19","oleger1_e1a_1552925855184.xlsx","2019-03-18 16:17:58","e1","a","96.5","e1a"
"609","oleger1","isds1102spr19","oleger1_e1b_1552958927680.xlsx","2019-03-19 01:29:13","e1","b","100.0","e1b"
"610","oleger1","isds1102spr19","oleger1_e1c_1553206032865.xlsx","2019-03-21 22:07:37","e1","c","90.8333333333","e1c"
"611","mjohn74","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"612","pmack2","isds1102s3-sp2019","pmack2_e1b_1553105779276.xlsx","2019-03-20 18:16:43","e1","b","100.0","e1b"
"613","pmack2","isds1102s3-sp2019","pmack2_e1b_1553112273494.xlsx","2019-03-20 20:04:57","e1","b","100.0","e1b"
"614","lkearn2","isds1102s4workspace","lkearn2_e1a_1553488195113.xlsx","2019-03-25 04:30:21","e1","a","96.5","e1a"
"615","lkearn2","isds1102s4workspace","lkearn2_e1b_1553488703554.xlsx","2019-03-25 04:38:49","e1","b","100.0","e1b"
"616","lkearn2","isds1102s4workspace","lkearn2_e1c_1553490655181.xlsx","2019-03-25 05:11:20","e1","c","90.8333333333","e1c"
"617","lkearn2","isds1102s4workspace","lkearn2_e1d_1553492339465.xlsx","2019-03-25 05:39:24","e1","d","0.0","e1d"
"618","lkearn2","isds1102s4workspace","lkearn2_e1a_1553492419519.xlsx","2019-03-25 05:40:45","e1","a","96.5","e1a"
"619","lkearn2","isds1102s4workspace","lkearn2_e1b_1553492439251.xlsx","2019-03-25 05:41:04","e1","b","100.0","e1b"
"620","lkearn2","isds1102s4workspace","lkearn2_e1c_1553492446938.xlsx","2019-03-25 05:41:12","e1","c","90.8333333333","e1c"
"621","lkearn2","isds1102s4workspace","lkearn2_e1d_1553492455123.xlsx","2019-03-25 05:41:20","e1","d","0.0","e1d"
"622","jquin19","isds1102spr19","jquin19_e1a_1553385225110.xlsx","2019-03-23 23:54:10","e1","a","100.0","e1a"
"623","mfrits2","isds1102spr19","mfrits2_e1a_1552428729063.xlsx","2019-03-12 22:12:32","e1","a","87.5","e1a"
"624","mfrits2","isds1102spr19","mfrits2_e1b_1552429058217.xlsx","2019-03-12 22:18:00","e1","b","100.0","e1b"
"625","mfrits2","isds1102spr19","mfrits2_e1a_1552617394420.xlsx","2019-03-15 02:36:58","e1","a","87.5","e1a"
"626","mfrits2","isds1102spr19","mfrits2_e1b_1552617407037.xlsx","2019-03-15 02:37:09","e1","b","100.0","e1b"
"627","mfrits2","isds1102spr19","mfrits2_e1c_1553119493003.xlsx","2019-03-20 22:05:17","e1","c","90.8333333333","e1c"
"628","mfrits2","isds1102spr19","mfrits2_e1d_1553120267075.xlsx","2019-03-20 22:18:11","e1","d","100.0","e1d"
"629","mfrits2","isds1102spr19","mfrits2_e2a_1553182660368.xlsx","2019-03-21 15:38:04","e2","a","100.0","e2a"
"630","mfrits2","isds1102spr19","mfrits2_e2b_1553183139754.xlsx","2019-03-21 15:46:04","e2","b","100.0","e2b"
"631","mfrits2","isds1102spr19","mfrits2_e2b_1553195590069.xlsx","2019-03-21 19:13:34","e2","b","100.0","e2b"
"632","mfrits2","isds1102spr19","mfrits2_e2c_1553201061458.xlsx","2019-03-21 20:44:46","e2","c","75.0","e2c"
"633","mfrits2","isds1102spr19","mfrits2_e2d_1553201955119.xlsx","2019-03-21 20:59:39","e2","d","100.0","e2d"
"634","edivin1","isds1102s4workspace","edivin1_e1a_1552925282565.xlsx","2019-03-18 16:08:25","e1","a","98.25","e1a"
"635","edivin1","isds1102s4workspace","edivin1_e1a_1552926332224.xlsx","2019-03-18 16:25:55","e1","a","99.0","e1a"
"636","edivin1","isds1102s4workspace","edivin1_e1b_1552926941905.xlsx","2019-03-18 16:36:05","e1","b","100.0","e1b"
"637","edivin1","isds1102s4workspace","edivin1_e1c_1553099615817.xlsx","2019-03-20 16:33:59","e1","c","74.1666666667","e1c"
"638","edivin1","isds1102s4workspace","edivin1_e1c_1553099756636.xlsx","2019-03-20 16:36:20","e1","c","90.8333333333","e1c"
"639","edivin1","isds1102s4workspace","edivin1_e1d_1553100522518.xlsx","2019-03-20 16:49:06","e1","d","100.0","e1d"
"640","sdalma1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"641","wbrow29","isds1102s4workspace","wbrow29_e1a_1553099821758.xlsx","2019-03-20 16:37:58","e1","a","100.0","e1a"
"642","wbrow29","isds1102s4workspace","wbrow29_e1b_1553099992683.xlsx","2019-03-20 16:40:48","e1","b","100.0","e1b"
"643","wbrow29","isds1102s4workspace","wbrow29_e2a_1553531633707.xlsx","2019-03-25 16:34:56","e2","a","66.6666666667","e2a"
"644","lberga2","isds1102s4workspace","lberga2_e1b_1553099254318.xlsx","2019-03-20 16:27:58","e1","b","100.0","e1b"
"645","lberga2","isds1102s4workspace","lberga2_e1a_1553200189840.xlsx","2019-03-21 20:30:14","e1","a","100.0","e1a"
"646","lberga2","isds1102s4workspace","lberga2_e1c_1553203241537.xlsx","2019-03-21 21:21:06","e1","c","79.1666666667","e1c"
"647","lberga2","isds1102s4workspace","lberga2_e1c_1553212961082.xlsx","2019-03-22 00:03:05","e1","c","94.1666666667","e1c"
"648","lberga2","isds1102s4workspace","lberga2_e1d_1553362437370.xlsx","2019-03-23 17:34:24","e1","d","83.3333333333","e1d"
"649","jbonal1","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"650","gland31","isds1102s4workspace","gland31_e3a_1553525519612.xlsx","2019-03-25 14:52:25","e3","a","100.0","e3a"
"651","gland31","isds1102s4workspace","gland31_e3b_1553525527158.xlsx","2019-03-25 14:52:33","e3","b","91.6666666667","e3b"
"652","gland31","isds1102s4workspace","gland31_e3c_1553525531714.xlsx","2019-03-25 14:52:37","e3","c","100.0","e3c"
"653","gland31","isds1102s4workspace","gland31_e3d_1553525537527.xlsx","2019-03-25 14:52:43","e3","d","83.0065359477","e3d"
"654","aensmi1","isds1102s4workspace","aensmi1_e1a_1553097726208.xlsx","2019-03-20 16:02:30","e1","a","93.75","e1a"
"655","aensmi1","isds1102s4workspace","aensmi1_e1b_1553097804755.xlsx","2019-03-20 16:03:49","e1","b","93.75","e1b"
"656","aensmi1","isds1102s4workspace","aensmi1_e1c_1553100455255.xlsx","2019-03-20 16:47:59","e1","c","74.1666666667","e1c"
"657","aensmi1","isds1102s4workspace","aensmi1_e2a_1553529474345.xlsx","2019-03-25 15:59:36","e2","a","47.6666666667","e2a"
"658","jwil592","isds1102s4workspace","jwil592_e1a_1552926797975.xlsx","2019-03-18 16:33:41","e1","a","100.0","e1a"
"659","jwil592","isds1102s4workspace","jwil592_e1b_1552927562731.xlsx","2019-03-18 16:46:26","e1","b","100.0","e1b"
"660","jwil592","isds1102s4workspace","jwil592_e1c_1553099524232.xlsx","2019-03-20 16:32:28","e1","c","94.1666666667","e1c"
"661","ckusmi1","isds1102s4workspace","ckusmi1_e1a_1552926832915.xlsx","2019-03-18 16:34:16","e1","a","70.5","e1a"
"662","ckusmi1","isds1102s4workspace","ckusmi1_e1b_1552927011023.xlsx","2019-03-18 16:37:14","e1","b","59.75","e1b"
"663","ckusmi1","isds1102s4workspace","ckusmi1_e1c_1553095786872.xlsx","2019-03-20 15:30:11","e1","c","94.1666666667","e1c"
"664","ckusmi1","isds1102s4workspace","ckusmi1_e1d_1553098528999.xlsx","2019-03-20 16:15:53","e1","d","100.0","e1d"
"665","ckusmi1","isds1102s4workspace","ckusmi1_e2a_1553100223780.xlsx","2019-03-20 16:44:08","e2","a","83.3333333333","e2a"
"666","ckusmi1","isds1102s4workspace","ckusmi1_e2b_1553102238192.xlsx","2019-03-20 17:17:44","e2","b","100.0","e2b"
"667","ckusmi1","isds1102s4workspace","ckusmi1_e2c_1553104751665.xlsx","2019-03-20 17:59:36","e2","c","100.0","e2c"
"668","mbran24","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"669","kpete44","isds1102s4workspace","kpete44_e1a_1552927103564.xlsx","2019-03-18 16:38:47","e1","a","100.0","e1a"
"670","kpete44","isds1102s4workspace","kpete44_e1a_1552927232771.xlsx","2019-03-18 16:40:56","e1","a","100.0","e1a"
"671","kpete44","isds1102s4workspace","kpete44_e1b_1553097969207.xlsx","2019-03-20 16:06:33","e1","b","100.0","e1b"
"672","kpete44","isds1102s4workspace","kpete44_e1c_1553522783727.xlsx","2019-03-25 14:06:49","e1","c","90.8333333333","e1c"
"673","kpete44","isds1102s4workspace","kpete44_e1d_1553524773702.xlsx","2019-03-25 14:39:59","e1","d","83.3333333333","e1d"
"674","kpete44","isds1102s4workspace","kpete44_e2a_1553530863554.xlsx","2019-03-25 16:21:29","e2","a","100.0","e2a"
"675","kpete44","isds1102s4workspace","kpete44_e2b_1553532198717.xlsx","2019-03-25 16:43:44","e2","b","100.0","e2b"
"676","anels48","isds1102s4workspace","anels48_e1a_1552926690567.xlsx","2019-03-18 16:31:54","e1","a","80.75","e1a"
"677","anels48","isds1102s4workspace","anels48_e1b_1553453007036.xlsx","2019-03-24 18:43:52","e1","b","100.0","e1b"
"678","gwinkl2","isds1102s4workspace","gwinkl2_e1a_1552927583667.xlsx","2019-03-18 16:46:46","e1","a","100.0","e1a"
"679","gwinkl2","isds1102s4workspace","gwinkl2_e1b_1553097765264.xlsx","2019-03-20 16:03:09","e1","b","100.0","e1b"
"680","gwinkl2","isds1102s4workspace","gwinkl2_e1c_1553100489707.xlsx","2019-03-20 16:48:33","e1","c","94.1666666667","e1c"
"681","gwinkl2","isds1102s4workspace","gwinkl2_e1d_1553484909573.xlsx","2019-03-25 03:35:35","e1","d","100.0","e1d"
"682","gwinkl2","isds1102s4workspace","gwinkl2_e2a_1553485347583.xlsx","2019-03-25 03:44:09","e2","a","83.3333333333","e2a"
"683","gwinkl2","isds1102s4workspace","gwinkl2_e2b_1553486073015.xlsx","2019-03-25 03:54:58","e2","b","100.0","e2b"
"684","gwinkl2","isds1102s4workspace","gwinkl2_e2c_1553488739588.xlsx","2019-03-25 04:39:25","e2","c","83.3333333333","e2c"
"685","gwinkl2","isds1102s4workspace","gwinkl2_e3a_1553530692686.xlsx","2019-03-25 16:18:38","e3","a","68.75","e3a"
"686","jjame83","isds1102s4workspace","jjame83_e1b_1552927640686.xlsx","2019-03-18 16:47:43","e1","b","93.75","e1b"
"687","jjame83","isds1102s4workspace","jjame83_e1a_1552927774754.xlsx","2019-03-18 16:49:58","e1","a","93.75","e1a"
"688","jjame83","isds1102s4workspace","jjame83_e1a_1553096778014.xlsx","2019-03-20 15:46:42","e1","a","93.75","e1a"
"689","jjame83","isds1102s4workspace","jjame83_e1a_1553098936908.xlsx","2019-03-20 16:22:43","e1","a","92.0","e1a"
"690","jjame83","isds1102s4workspace","jjame83_e1b_1553099862297.xlsx","2019-03-20 16:38:06","e1","b","100.0","e1b"
"691","jjame83","isds1102s4workspace","jjame83_e1b_1553099952550.xlsx","2019-03-20 16:39:36","e1","b","100.0","e1b"
"692","ppenic1","isds1102s4workspace","ppenic1_e1a_1552926820950.xlsx","2019-03-18 16:34:04","e1","a","93.75","e1a"
"693","ppenic1","isds1102s4workspace","ppenic1_e1b_1552927388294.xlsx","2019-03-18 16:43:31","e1","b","93.75","e1b"
"694","ppenic1","isds1102s4workspace","ppenic1_e1c_1553040189487.xlsx","2019-03-20 00:03:33","e1","c","89.1666666667","e1c"
"695","ppenic1","isds1102s4workspace","ppenic1_e1d_1553053864997.xlsx","2019-03-20 03:51:29","e1","d","100.0","e1d"
"696","ppenic1","isds1102s4workspace","ppenic1_e2a_1553098379121.xlsx","2019-03-20 16:13:23","e2","a","100.0","e2a"
"697","ppenic1","isds1102s4workspace","ppenic1_e2b_1553099310521.xlsx","2019-03-20 16:28:54","e2","b","100.0","e2b"
"698","ppenic1","isds1102s4workspace","ppenic1_e2c_1553107229235.xlsx","2019-03-20 18:40:53","e2","c","91.6666666667","e2c"
"699","juribe4","isds1102s4workspace","juribe4_e1a_1552927167348.xlsx","2019-03-18 16:39:50","e1","a","84.0","e1a"
"700","juribe4","isds1102s4workspace","juribe4_e1a_1552927829573.xlsx","2019-03-18 16:50:53","e1","a","98.25","e1a"
"701","juribe4","isds1102s4workspace","juribe4_e1b_1552930366994.xlsx","2019-03-18 17:33:10","e1","b","100.0","e1b"
"702","juribe4","isds1102s4workspace","juribe4_e1c_1553019904849.xlsx","2019-03-19 18:25:28","e1","c","0.0","e1c"
"703","juribe4","isds1102s4workspace","juribe4_e1c_1553019981268.xlsx","2019-03-19 18:26:45","e1","c","0.0","e1c"
"704","juribe4","isds1102s4workspace","juribe4_e1c_1553020052918.xlsx","2019-03-19 18:27:56","e1","c","0.0","e1c"
"705","juribe4","isds1102s4workspace","juribe4_e1c_1553020111977.xlsx","2019-03-19 18:28:55","e1","c","0.0","e1c"
"706","juribe4","isds1102s4workspace","juribe4_e1c_1553038435622.xlsx","2019-03-19 23:34:19","e1","c","0.0","e1c"
"707","juribe4","isds1102s4workspace","juribe4_e1d_1553040104038.xlsx","2019-03-20 00:02:07","e1","d","100.0","e1d"
"708","juribe4","isds1102s4workspace","juribe4_e2a_1553098365793.xlsx","2019-03-20 16:13:09","e2","a","100.0","e2a"
"709","juribe4","isds1102s4workspace","juribe4_e2b_1553099160830.xlsx","2019-03-20 16:26:24","e2","b","100.0","e2b"
"710","juribe4","isds1102s4workspace","juribe4_e2c_1553538102789.xlsx","2019-03-25 18:22:09","e2","c","100.0","e2c"
"711","rberda1","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"712","areili1","isds1102s4workspace","areili1_e1a_1552925672917.xlsx","2019-03-18 16:14:56","e1","a","87.5","e1a"
"713","averdi4","isds1102s4workspace","averdi4_e1a_1553531326318.xlsx","2019-03-25 16:29:11","e1","a","96.5","e1a"
"714","tsawye2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"715","hcoffm1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"716","mlaga11","isds1102spr19","mlaga11_e1a_1553021190890.xlsx","2019-03-19 18:46:54","e1","a","93.75","e1a"
"717","lmumey1","isds1102s4workspace","lmumey1_e1a_1552926593209.xlsx","2019-03-18 16:30:16","e1","a","93.75","e1a"
"718","lmumey1","isds1102s4workspace","lmumey1_e1b_1552926842548.xlsx","2019-03-18 16:34:26","e1","b","100.0","e1b"
"719","lmumey1","isds1102s4workspace","lmumey1_e1c_1553093316012.xlsx","2019-03-20 14:49:00","e1","c","90.8333333333","e1c"
"720","lmumey1","isds1102s4workspace","lmumey1_e1d_1553094045835.xlsx","2019-03-20 15:01:10","e1","d","100.0","e1d"
"721","lmumey1","isds1102s4workspace","lmumey1_e2a_1553098144455.xlsx","2019-03-20 16:10:47","e2","a","83.3333333333","e2a"
"722","lmumey1","isds1102s4workspace","lmumey1_e2b_1553098415305.xlsx","2019-03-20 16:13:59","e2","b","95.0","e2b"
"723","lmumey1","isds1102s4workspace","lmumey1_e2c_1553100132397.xlsx","2019-03-20 16:42:59","e2","c","66.6666666667","e2c"
"724","lmumey1","isds1102s4workspace","lmumey1_e2d_1553102103899.xlsx","2019-03-20 17:15:27","e2","d","100.0","e2d"
"725","lmumey1","isds1102s4workspace","lmumey1_e2e_1553103156746.xlsx","2019-03-20 17:33:00","e2","e","90.3333333333","e2e"
"726","lmumey1","isds1102s4workspace","lmumey1_e3a_1553530757713.xlsx","2019-03-25 16:19:43","e3","a","100.0","e3a"
"727","lmumey1","isds1102s4workspace","lmumey1_e3b_1553531772285.xlsx","2019-03-25 16:36:38","e3","b","50.0","e3b"
"728","akilli3","isds1102s3-sp2019","akilli3_e1a_1552944364096.xlsx","2019-03-18 21:26:28","e1","a","43.75","e1a"
"729","akilli3","isds1102s3-sp2019","akilli3_e1b_1552944912756.xlsx","2019-03-18 21:35:36","e1","b","62.5","e1b"
"730","akilli3","isds1102s3-sp2019","akilli3_e2a_1553116489813.xlsx","2019-03-20 21:15:14","e2","a","100.0","e2a"
"731","akilli3","isds1102s3-sp2019","akilli3_e2b_1553117404420.xlsx","2019-03-20 21:30:29","e2","b","90.0","e2b"
"732","sdav169","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"733","hedwar7","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"734","jbro394","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"735","mkriel1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"736","ahar179","isds1102s3-sp2019",NA,NA,NA,NA,NA,"NANA"
"737","pmichi1","isds1102s5",NA,NA,NA,NA,NA,"NANA"
"738","ctho244","ddslablsu","ctho244_e1a_1552938622793.xlsx","2019-03-18 19:50:46","e1","a","93.75","e1a"
"739","ctho244","ddslablsu","ctho244_e1a_1552938742101.xlsx","2019-03-18 19:52:45","e1","a","97.25","e1a"
"740","ctho244","ddslablsu","ctho244_e1a_1552938777398.xlsx","2019-03-18 19:53:20","e1","a","97.25","e1a"
"741","ctho244","ddslablsu","ctho244_e1a_1552938840966.xlsx","2019-03-18 19:54:24","e1","a","100.0","e1a"
"742","ctho244","ddslablsu","ctho244_e1b_1552939047924.xlsx","2019-03-18 19:57:51","e1","b","100.0","e1b"
"743","ctho244","ddslablsu","ctho244_e1c_1552939654852.xlsx","2019-03-18 20:07:58","e1","c","87.5","e1c"
"744","ctho244","ddslablsu","ctho244_e1c_1552939802114.xlsx","2019-03-18 20:10:25","e1","c","93.3333333333","e1c"
"745","ctho244","ddslablsu","ctho244_e1c_1552939871823.xlsx","2019-03-18 20:11:35","e1","c","100.0","e1c"
"746","ctho244","ddslablsu","ctho244_e1d_1552940307220.xlsx","2019-03-18 20:18:51","e1","d","100.0","e1d"
"747","ctho244","ddslablsu","ctho244_e2a_1553100660568.xlsx","2019-03-20 16:51:24","e2","a","100.0","e2a"
"748","ctho244","ddslablsu","ctho244_e2b_1553101055287.xlsx","2019-03-20 16:57:59","e2","b","100.0","e2b"
"749","ctho244","ddslablsu","ctho244_e2c_1553103703274.xlsx","2019-03-20 17:42:07","e2","c","100.0","e2c"
"750","ctho244","ddslablsu","ctho244_e2d_1553104589501.xlsx","2019-03-20 17:56:53","e2","d","100.0","e2d"
"751","ctho244","ddslablsu","ctho244_e3a_1553543304000.xlsx","2019-03-25 19:48:50","e3","a","100.0","e3a"
"752","ctho244","ddslablsu","ctho244_e3b_1553543943615.xlsx","2019-03-25 19:59:30","e3","b","100.0","e3b"
"753","ctho244","ddslablsu","ctho244_e3c_1553544170889.xlsx","2019-03-25 20:03:16","e3","c","100.0","e3c"
"754","ctho244","ddslablsu","ctho244_e3d_1553545068351.xlsx","2019-03-25 20:18:14","e3","d","98.6928104575","e3d"
"755","klanau1","isds1102s4workspace","klanau1_e1a_1552926278383.xlsx","2019-03-18 16:25:01","e1","a","100.0","e1a"
"756","klanau1","isds1102s4workspace","klanau1_e1b_1552926627374.xlsx","2019-03-18 16:30:50","e1","b","100.0","e1b"
"757","klanau1","isds1102s4workspace","klanau1_e1c_1552939630818.xlsx","2019-03-18 20:07:34","e1","c","90.8333333333","e1c"
"758","klanau1","isds1102s4workspace","klanau1_e1d_1552941031683.xlsx","2019-03-18 20:30:55","e1","d","100.0","e1d"
"759","klanau1","isds1102s4workspace","klanau1_e2a_1553097836811.xlsx","2019-03-20 16:04:21","e2","a","100.0","e2a"
"760","klanau1","isds1102s4workspace","klanau1_e2c_1553099864845.xlsx","2019-03-20 16:38:09","e2","c","83.3333333333","e2c"
"761","klanau1","isds1102s4workspace","klanau1_e2d_1553478410077.xlsx","2019-03-25 01:47:15","e2","d","91.6666666667","e2d"
"762","klanau1","isds1102s4workspace","klanau1_e2e_1553479717090.xlsx","2019-03-25 02:09:02","e2","e","92.6666666667","e2e"
"763","klanau1","isds1102s4workspace","klanau1_e3a_1553530645660.xlsx","2019-03-25 16:17:51","e3","a","93.75","e3a"
"764","klanau1","isds1102s4workspace","klanau1_e3b_1553531542634.xlsx","2019-03-25 16:32:52","e3","b","100.0","e3b"
"765","klanau1","isds1102s4workspace","klanau1_e3c_1553531984536.xlsx","2019-03-25 16:40:10","e3","c","100.0","e3c"
"766","csalva3","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"767","msmi432","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"768","dmil117","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"769","mtrave2","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"770","clomba7","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"771","rdonov3","isds1102s4workspace","rdonov3_e1a_1552919743591.xlsx","2019-03-18 14:36:08","e1","a","93.75","e1a"
"772","rdonov3","isds1102s4workspace","rdonov3_e1a_1552919797750.xlsx","2019-03-18 14:37:01","e1","a","100.0","e1a"
"773","rdonov3","isds1102s4workspace","rdonov3_e1b_1552920260276.xlsx","2019-03-18 14:44:43","e1","b","100.0","e1b"
"774","rdonov3","isds1102s4workspace","rdonov3_e1c_1552920810887.xlsx","2019-03-18 14:53:54","e1","c","94.1666666667","e1c"
"775","rdonov3","isds1102s4workspace","rdonov3_e1c_1552920908442.xlsx","2019-03-18 14:55:31","e1","c","94.1666666667","e1c"
"776","rdonov3","isds1102s4workspace","rdonov3_e1c_1552921316641.xlsx","2019-03-18 15:02:20","e1","c","94.1666666667","e1c"
"777","rdonov3","isds1102s4workspace","rdonov3_e1d_1552921977695.xlsx","2019-03-18 15:13:21","e1","d","100.0","e1d"
"778","rdonov3","isds1102s4workspace","rdonov3_e2a_1553214846754.xlsx","2019-03-22 00:34:31","e2","a","100.0","e2a"
"779","rdonov3","isds1102s4workspace","rdonov3_e2b_1553214852583.xlsx","2019-03-22 00:34:36","e2","b","100.0","e2b"
"780","rdonov3","isds1102s4workspace","rdonov3_e2c_1553214859406.xlsx","2019-03-22 00:34:44","e2","c","83.3333333333","e2c"
"781","rdonov3","isds1102s4workspace","rdonov3_e2d_1553214865001.xlsx","2019-03-22 00:34:49","e2","d","100.0","e2d"
"782","rdonov3","isds1102s4workspace","rdonov3_e2e_1553214869815.xlsx","2019-03-22 00:34:54","e2","e","100.0","e2e"
